sms_text,category,true_merchant,true_amount
Alert: You have spent Rs 1159 at IRCTC on 19-01-2026. Clear bal: Rs. 1200.00,Travel,IRCTC,1159
Txn of INR 2164 done at Amazon on 29-01-2026 using UPI.,Shopping,Amazon,2164
UPI txn of Rs 1237 to Starbucks on 10-01-2026 is successful.,Food,Starbucks,1237
Txn of INR 602 done at IndiGo on 30-01-2026 using UPI.,Travel,IndiGo,602
You paid Rs 2094 at H&M via POS on 29-01-2026.,Shopping,H&M,2094
Txn of INR 320 done at SpiceJet on 25-01-2026 using UPI.,Travel,SpiceJet,320
Rs. 1111 debited from a/c ending XX1234 on 14-01-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health,Apollo Pharmacy,1111
Txn of INR 827 done at Practo on 01-02-2026 using UPI.,Health,Practo,827
You paid Rs 795 at Shell Petrol via POS on 08-02-2026.,Travel,Shell Petrol,795
"Dear User, INR 776 spent on Prime Video at 25-01-2026. Ref: 8932742.",Entertainment,Prime Video,776
UPI txn of Rs 1123 to Ola on 19-01-2026 is successful.,Travel,Ola,1123
You paid Rs 647 at Prime Video via POS on 21-01-2026.,Entertainment,Prime Video,647
Rs. 1861 debited from a/c ending XX1234 on 26-01-2026 to Spotify. Avl Bal: Rs 15000.,Entertainment,Spotify,1861
Alert: You have spent Rs 1906 at Gaana on 27-01-2026. Clear bal: Rs. 1200.00,Entertainment,Gaana,1906
UPI txn of Rs 1057 to Burger King on 09-02-2026 is successful.,Food,Burger King,1057
UPI txn of Rs 949 to Rapido on 18-01-2026 is successful.,Travel,Rapido,949
Alert: You have spent Rs 965 at Practo on 31-01-2026. Clear bal: Rs. 1200.00,Health,Practo,965
Paid Rs 445 to Practo via UPI on 11-01-2026. Txn ID: 998877.,Health,Practo,445
Rs. 938 debited from a/c ending XX1234 on 12-01-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food,Pizza Hut,938
You paid Rs 812 at Dmart via POS on 17-01-2026.,Groceries,Dmart,812
UPI txn of Rs 1216 to Spotify on 23-01-2026 is successful.,Entertainment,Spotify,1216
Txn of INR 1510 done at Zara on 29-01-2026 using UPI.,Shopping,Zara,1510
"Dear User, INR 1434 spent on KFC at 09-02-2026. Ref: 8932742.",Food,KFC,1434
Acct XX999 debited by Rs 1212 for RedBus on 23-01-2026.,Travel,RedBus,1212
"Dear User, INR 1149 spent on KFC at 26-01-2026. Ref: 8932742.",Food,KFC,1149
Alert: You have spent Rs 431 at Gym Membership on 03-02-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,431
Paid Rs 425 to Blinkit via UPI on 10-01-2026. Txn ID: 998877.,Groceries,Blinkit,425
UPI txn of Rs 1429 to Netmeds on 16-01-2026 is successful.,Health,Netmeds,1429
INR 1460 charged on card ending 4455 at Cafe Coffee Day on 28-01-2026.,Food,Cafe Coffee Day,1460
Txn of INR 1566 done at Blinkit on 26-01-2026 using UPI.,Groceries,Blinkit,1566
Acct XX999 debited by Rs 144 for Dmart on 15-01-2026.,Groceries,Dmart,144
Txn of INR 1975 done at Dmart on 23-01-2026 using UPI.,Groceries,Dmart,1975
Alert: You have spent Rs 983 at Pizza Hut on 03-02-2026. Clear bal: Rs. 1200.00,Food,Pizza Hut,983
Paid Rs 1088 to Practo via UPI on 02-02-2026. Txn ID: 998877.,Health,Practo,1088
You paid Rs 1815 at Dr Lal Pathlabs via POS on 02-02-2026.,Health,Dr Lal Pathlabs,1815
UPI txn of Rs 825 to SpiceJet on 31-01-2026 is successful.,Travel,SpiceJet,825
Txn of INR 3967 done at Amazon on 09-02-2026 using UPI.,Shopping,Amazon,3967
"Dear User, INR 1572 spent on Apollo Pharmacy at 25-01-2026. Ref: 8932742.",Health,Apollo Pharmacy,1572
"Dear User, INR 1485 spent on Ola at 30-01-2026. Ref: 8932742.",Travel,Ola,1485
You paid Rs 452 at Subway via POS on 22-01-2026.,Food,Subway,452
Alert: You have spent Rs 3708 at H&M on 30-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,3708
INR 3229 charged on card ending 4455 at Decathlon on 28-01-2026.,Shopping,Decathlon,3229
Paid Rs 2566 to Ajio via UPI on 18-01-2026. Txn ID: 998877.,Shopping,Ajio,2566
Paid Rs 1499 to RedBus via UPI on 08-02-2026. Txn ID: 998877.,Travel,RedBus,1499
Alert: You have spent Rs 529 at Netmeds on 01-02-2026. Clear bal: Rs. 1200.00,Health,Netmeds,529
You paid Rs 3219 at Reliance Trends via POS on 24-01-2026.,Shopping,Reliance Trends,3219
"Dear User, INR 557 spent on Netflix at 15-01-2026. Ref: 8932742.",Entertainment,Netflix,557
Acct XX999 debited by Rs 1067 for Uber on 09-02-2026.,Travel,Uber,1067
Alert: You have spent Rs 1990 at Practo on 09-02-2026. Clear bal: Rs. 1200.00,Health,Practo,1990
Alert: You have spent Rs 1142 at Dmart on 17-01-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,1142
"Dear User, INR 1122 spent on Netmeds at 29-01-2026. Ref: 8932742.",Health,Netmeds,1122
Alert: You have spent Rs 1407 at Rapido on 20-01-2026. Clear bal: Rs. 1200.00,Travel,Rapido,1407
Alert: You have spent Rs 1936 at Gaana on 05-02-2026. Clear bal: Rs. 1200.00,Entertainment,Gaana,1936
"Dear User, INR 916 spent on Practo at 21-01-2026. Ref: 8932742.",Health,Practo,916
Paid Rs 1555 to Blinkit via UPI on 04-02-2026. Txn ID: 998877.,Groceries,Blinkit,1555
"Dear User, INR 449 spent on Metro at 03-02-2026. Ref: 8932742.",Travel,Metro,449
Paid Rs 1047 to SonyLIV via UPI on 09-02-2026. Txn ID: 998877.,Entertainment,SonyLIV,1047
Paid Rs 887 to Prime Video via UPI on 03-02-2026. Txn ID: 998877.,Entertainment,Prime Video,887
You paid Rs 776 at McDonalds via POS on 27-01-2026.,Food,McDonalds,776
Txn of INR 472 done at 1mg on 30-01-2026 using UPI.,Health,1mg,472
Txn of INR 1318 done at Indian Oil on 02-02-2026 using UPI.,Travel,Indian Oil,1318
Rs. 1250 debited from a/c ending XX1234 on 26-01-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries,More Supermarket,1250
Acct XX999 debited by Rs 1153 for Cafe Coffee Day on 09-02-2026.,Food,Cafe Coffee Day,1153
Txn of INR 268 done at Practo on 27-01-2026 using UPI.,Health,Practo,268
You paid Rs 1344 at Haldirams via POS on 03-02-2026.,Food,Haldirams,1344
You paid Rs 124 at Netmeds via POS on 13-01-2026.,Health,Netmeds,124
Alert: You have spent Rs 490 at Dmart on 27-01-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,490
UPI txn of Rs 1847 to Ajio on 26-01-2026 is successful.,Shopping,Ajio,1847
Alert: You have spent Rs 1575 at Croma on 28-01-2026. Clear bal: Rs. 1200.00,Shopping,Croma,1575
"Dear User, INR 1872 spent on Spencers at 25-01-2026. Ref: 8932742.",Groceries,Spencers,1872
Rs. 214 debited from a/c ending XX1234 on 27-01-2026 to McDonalds. Avl Bal: Rs 15000.,Food,McDonalds,214
You paid Rs 3415 at Croma via POS on 13-01-2026.,Shopping,Croma,3415
Paid Rs 251 to BigBasket via UPI on 26-01-2026. Txn ID: 998877.,Groceries,BigBasket,251
Txn of INR 279 done at BookMyShow on 15-01-2026 using UPI.,Entertainment,BookMyShow,279
"Dear User, INR 2307 spent on Ajio at 17-01-2026. Ref: 8932742.",Shopping,Ajio,2307
Alert: You have spent Rs 524 at Practo on 28-01-2026. Clear bal: Rs. 1200.00,Health,Practo,524
Rs. 1857 debited from a/c ending XX1234 on 10-01-2026 to Decathlon. Avl Bal: Rs 15000.,Shopping,Decathlon,1857
Txn of INR 168 done at SpiceJet on 24-01-2026 using UPI.,Travel,SpiceJet,168
Alert: You have spent Rs 2251 at Croma on 10-01-2026. Clear bal: Rs. 1200.00,Shopping,Croma,2251
Paid Rs 1811 to Dr Lal Pathlabs via UPI on 31-01-2026. Txn ID: 998877.,Health,Dr Lal Pathlabs,1811
Acct XX999 debited by Rs 1553 for Gaana on 19-01-2026.,Entertainment,Gaana,1553
Acct XX999 debited by Rs 385 for Dominos on 03-02-2026.,Food,Dominos,385
Acct XX999 debited by Rs 829 for Prime Video on 08-02-2026.,Entertainment,Prime Video,829
INR 371 charged on card ending 4455 at Gym Membership on 18-01-2026.,Health,Gym Membership,371
"Dear User, INR 1221 spent on McDonalds at 30-01-2026. Ref: 8932742.",Food,McDonalds,1221
Paid Rs 448 to Ola via UPI on 07-02-2026. Txn ID: 998877.,Travel,Ola,448
Acct XX999 debited by Rs 1614 for Dmart on 26-01-2026.,Groceries,Dmart,1614
Acct XX999 debited by Rs 760 for Dr Lal Pathlabs on 12-01-2026.,Health,Dr Lal Pathlabs,760
Acct XX999 debited by Rs 782 for Gym Membership on 12-01-2026.,Health,Gym Membership,782
Alert: You have spent Rs 791 at Netmeds on 20-01-2026. Clear bal: Rs. 1200.00,Health,Netmeds,791
Paid Rs 1877 to Gym Membership via UPI on 08-02-2026. Txn ID: 998877.,Health,Gym Membership,1877
Alert: You have spent Rs 1811 at Uber on 30-01-2026. Clear bal: Rs. 1200.00,Travel,Uber,1811
Alert: You have spent Rs 1773 at BigBasket on 12-01-2026. Clear bal: Rs. 1200.00,Groceries,BigBasket,1773
Rs. 1009 debited from a/c ending XX1234 on 16-01-2026 to Spotify. Avl Bal: Rs 15000.,Entertainment,Spotify,1009
Paid Rs 1439 to Reliance Fresh via UPI on 25-01-2026. Txn ID: 998877.,Groceries,Reliance Fresh,1439
Paid Rs 754 to Metro via UPI on 28-01-2026. Txn ID: 998877.,Travel,Metro,754
Rs. 239 debited from a/c ending XX1234 on 25-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries,Blinkit,239
"Dear User, INR 365 spent on Zomato at 04-02-2026. Ref: 8932742.",Food,Zomato,365
UPI txn of Rs 140 to Uber on 23-01-2026 is successful.,Travel,Uber,140
INR 752 charged on card ending 4455 at Uber on 22-01-2026.,Travel,Uber,752
Rs. 1510 debited from a/c ending XX1234 on 25-01-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1510
Paid Rs 1490 to Amazon via UPI on 30-01-2026. Txn ID: 998877.,Shopping,Amazon,1490
INR 1295 charged on card ending 4455 at PVR on 08-02-2026.,Entertainment,PVR,1295
Txn of INR 658 done at More Supermarket on 27-01-2026 using UPI.,Groceries,More Supermarket,658
INR 1888 charged on card ending 4455 at Indian Oil on 04-02-2026.,Travel,Indian Oil,1888
"Dear User, INR 1314 spent on IRCTC at 24-01-2026. Ref: 8932742.",Travel,IRCTC,1314
Rs. 1875 debited from a/c ending XX1234 on 03-02-2026 to Spotify. Avl Bal: Rs 15000.,Entertainment,Spotify,1875
UPI txn of Rs 460 to IRCTC on 19-01-2026 is successful.,Travel,IRCTC,460
Acct XX999 debited by Rs 1452 for H&M on 06-02-2026.,Shopping,H&M,1452
Paid Rs 986 to SpiceJet via UPI on 23-01-2026. Txn ID: 998877.,Travel,SpiceJet,986
Acct XX999 debited by Rs 1670 for BookMyShow on 30-01-2026.,Entertainment,BookMyShow,1670
Acct XX999 debited by Rs 1508 for Practo on 30-01-2026.,Health,Practo,1508
INR 1951 charged on card ending 4455 at Amazon on 08-02-2026.,Shopping,Amazon,1951
UPI txn of Rs 339 to Metro on 20-01-2026 is successful.,Travel,Metro,339
Acct XX999 debited by Rs 1311 for Spencers on 07-02-2026.,Groceries,Spencers,1311
Rs. 3647 debited from a/c ending XX1234 on 07-02-2026 to Myntra. Avl Bal: Rs 15000.,Shopping,Myntra,3647
"Dear User, INR 1060 spent on Burger King at 12-01-2026. Ref: 8932742.",Food,Burger King,1060
INR 507 charged on card ending 4455 at Gaana on 20-01-2026.,Entertainment,Gaana,507
Acct XX999 debited by Rs 298 for Dominos on 08-02-2026.,Food,Dominos,298
Rs. 669 debited from a/c ending XX1234 on 19-01-2026 to Starbucks. Avl Bal: Rs 15000.,Food,Starbucks,669
UPI txn of Rs 1282 to BigBasket on 30-01-2026 is successful.,Groceries,BigBasket,1282
UPI txn of Rs 2388 to Amazon on 17-01-2026 is successful.,Shopping,Amazon,2388
Acct XX999 debited by Rs 943 for Subway on 23-01-2026.,Food,Subway,943
Paid Rs 3303 to Decathlon via UPI on 06-02-2026. Txn ID: 998877.,Shopping,Decathlon,3303
Rs. 1116 debited from a/c ending XX1234 on 13-01-2026 to Starbucks. Avl Bal: Rs 15000.,Food,Starbucks,1116
Acct XX999 debited by Rs 2931 for Nike on 04-02-2026.,Shopping,Nike,2931
You paid Rs 1729 at PVR via POS on 03-02-2026.,Entertainment,PVR,1729
Paid Rs 892 to Metro via UPI on 17-01-2026. Txn ID: 998877.,Travel,Metro,892
UPI txn of Rs 1003 to Gym Membership on 30-01-2026 is successful.,Health,Gym Membership,1003
INR 303 charged on card ending 4455 at BigBasket on 13-01-2026.,Groceries,BigBasket,303
UPI txn of Rs 1722 to Netmeds on 03-02-2026 is successful.,Health,Netmeds,1722
Acct XX999 debited by Rs 294 for IndiGo on 08-02-2026.,Travel,IndiGo,294
Acct XX999 debited by Rs 862 for SpiceJet on 13-01-2026.,Travel,SpiceJet,862
INR 442 charged on card ending 4455 at SonyLIV on 06-02-2026.,Entertainment,SonyLIV,442
Txn of INR 1408 done at Spotify on 10-01-2026 using UPI.,Entertainment,Spotify,1408
You paid Rs 1261 at Zomato via POS on 08-02-2026.,Food,Zomato,1261
Acct XX999 debited by Rs 970 for Reliance Fresh on 02-02-2026.,Groceries,Reliance Fresh,970
UPI txn of Rs 3139 to Flipkart on 14-01-2026 is successful.,Shopping,Flipkart,3139
Alert: You have spent Rs 2664 at H&M on 10-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,2664
Alert: You have spent Rs 638 at Reliance Fresh on 21-01-2026. Clear bal: Rs. 1200.00,Groceries,Reliance Fresh,638
Acct XX999 debited by Rs 410 for Gym Membership on 19-01-2026.,Health,Gym Membership,410
Alert: You have spent Rs 1450 at Dmart on 11-01-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,1450
Txn of INR 1670 done at Gaana on 29-01-2026 using UPI.,Entertainment,Gaana,1670
UPI txn of Rs 1621 to Netmeds on 15-01-2026 is successful.,Health,Netmeds,1621
Acct XX999 debited by Rs 689 for SonyLIV on 25-01-2026.,Entertainment,SonyLIV,689
Alert: You have spent Rs 296 at Zomato on 22-01-2026. Clear bal: Rs. 1200.00,Food,Zomato,296
Paid Rs 617 to 1mg via UPI on 22-01-2026. Txn ID: 998877.,Health,1mg,617
UPI txn of Rs 1543 to Hotstar on 10-01-2026 is successful.,Entertainment,Hotstar,1543
INR 620 charged on card ending 4455 at More Supermarket on 19-01-2026.,Groceries,More Supermarket,620
Acct XX999 debited by Rs 972 for BookMyShow on 24-01-2026.,Entertainment,BookMyShow,972
Rs. 206 debited from a/c ending XX1234 on 12-01-2026 to Rapido. Avl Bal: Rs 15000.,Travel,Rapido,206
Txn of INR 1758 done at Myntra on 04-02-2026 using UPI.,Shopping,Myntra,1758
"Dear User, INR 399 spent on Reliance Fresh at 29-01-2026. Ref: 8932742.",Groceries,Reliance Fresh,399
UPI txn of Rs 1450 to 1mg on 21-01-2026 is successful.,Health,1mg,1450
UPI txn of Rs 3396 to Reliance Trends on 15-01-2026 is successful.,Shopping,Reliance Trends,3396
"Dear User, INR 650 spent on Rapido at 15-01-2026. Ref: 8932742.",Travel,Rapido,650
Paid Rs 161 to More Supermarket via UPI on 02-02-2026. Txn ID: 998877.,Groceries,More Supermarket,161
Alert: You have spent Rs 2760 at Zara on 18-01-2026. Clear bal: Rs. 1200.00,Shopping,Zara,2760
"Dear User, INR 1975 spent on Blinkit at 13-01-2026. Ref: 8932742.",Groceries,Blinkit,1975
Paid Rs 897 to Blinkit via UPI on 15-01-2026. Txn ID: 998877.,Groceries,Blinkit,897
Alert: You have spent Rs 1107 at Haldirams on 19-01-2026. Clear bal: Rs. 1200.00,Food,Haldirams,1107
"Dear User, INR 391 spent on BookMyShow at 12-01-2026. Ref: 8932742.",Entertainment,BookMyShow,391
"Dear User, INR 1583 spent on IndiGo at 04-02-2026. Ref: 8932742.",Travel,IndiGo,1583
You paid Rs 682 at More Supermarket via POS on 22-01-2026.,Groceries,More Supermarket,682
You paid Rs 655 at Practo via POS on 06-02-2026.,Health,Practo,655
Alert: You have spent Rs 1034 at Gaana on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment,Gaana,1034
Acct XX999 debited by Rs 588 for Spencers on 23-01-2026.,Groceries,Spencers,588
INR 555 charged on card ending 4455 at Swiggy on 05-02-2026.,Food,Swiggy,555
Rs. 284 debited from a/c ending XX1234 on 08-02-2026 to BookMyShow. Avl Bal: Rs 15000.,Entertainment,BookMyShow,284
Alert: You have spent Rs 589 at SonyLIV on 17-01-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,589
Txn of INR 776 done at Cafe Coffee Day on 24-01-2026 using UPI.,Food,Cafe Coffee Day,776
Txn of INR 2546 done at Nike on 22-01-2026 using UPI.,Shopping,Nike,2546
Rs. 308 debited from a/c ending XX1234 on 09-02-2026 to Netflix. Avl Bal: Rs 15000.,Entertainment,Netflix,308
INR 1805 charged on card ending 4455 at RedBus on 28-01-2026.,Travel,RedBus,1805
Paid Rs 799 to Burger King via UPI on 29-01-2026. Txn ID: 998877.,Food,Burger King,799
"Dear User, INR 583 spent on Prime Video at 15-01-2026. Ref: 8932742.",Entertainment,Prime Video,583
INR 1790 charged on card ending 4455 at Shell Petrol on 12-01-2026.,Travel,Shell Petrol,1790
Alert: You have spent Rs 1128 at Netflix on 09-02-2026. Clear bal: Rs. 1200.00,Entertainment,Netflix,1128
You paid Rs 352 at Blinkit via POS on 04-02-2026.,Groceries,Blinkit,352
UPI txn of Rs 1076 to Blinkit on 17-01-2026 is successful.,Groceries,Blinkit,1076
"Dear User, INR 4991 spent on Amazon at 12-01-2026. Ref: 8932742.",Shopping,Amazon,4991
Rs. 519 debited from a/c ending XX1234 on 16-01-2026 to Shell Petrol. Avl Bal: Rs 15000.,Travel,Shell Petrol,519
You paid Rs 898 at SpiceJet via POS on 03-02-2026.,Travel,SpiceJet,898
Paid Rs 385 to 1mg via UPI on 30-01-2026. Txn ID: 998877.,Health,1mg,385
INR 1883 charged on card ending 4455 at Netmeds on 16-01-2026.,Health,Netmeds,1883
Alert: You have spent Rs 274 at Rapido on 29-01-2026. Clear bal: Rs. 1200.00,Travel,Rapido,274
Rs. 1011 debited from a/c ending XX1234 on 26-01-2026 to SonyLIV. Avl Bal: Rs 15000.,Entertainment,SonyLIV,1011
UPI txn of Rs 3861 to Zara on 29-01-2026 is successful.,Shopping,Zara,3861
Alert: You have spent Rs 1894 at Hotstar on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,1894
You paid Rs 1954 at Ola via POS on 26-01-2026.,Travel,Ola,1954
Paid Rs 792 to BigBasket via UPI on 02-02-2026. Txn ID: 998877.,Groceries,BigBasket,792
"Dear User, INR 964 spent on More Supermarket at 04-02-2026. Ref: 8932742.",Groceries,More Supermarket,964
UPI txn of Rs 1643 to Hotstar on 17-01-2026 is successful.,Entertainment,Hotstar,1643
Rs. 113 debited from a/c ending XX1234 on 20-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,113
You paid Rs 810 at Burger King via POS on 22-01-2026.,Food,Burger King,810
Paid Rs 867 to Practo via UPI on 27-01-2026. Txn ID: 998877.,Health,Practo,867
Txn of INR 824 done at Blinkit on 26-01-2026 using UPI.,Groceries,Blinkit,824
"Dear User, INR 1241 spent on Prime Video at 08-02-2026. Ref: 8932742.",Entertainment,Prime Video,1241
Rs. 1149 debited from a/c ending XX1234 on 01-02-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,1149
You paid Rs 885 at Cafe Coffee Day via POS on 13-01-2026.,Food,Cafe Coffee Day,885
"Dear User, INR 758 spent on Hotstar at 22-01-2026. Ref: 8932742.",Entertainment,Hotstar,758
Paid Rs 690 to SonyLIV via UPI on 06-02-2026. Txn ID: 998877.,Entertainment,SonyLIV,690
INR 1101 charged on card ending 4455 at Reliance Fresh on 13-01-2026.,Groceries,Reliance Fresh,1101
Rs. 1243 debited from a/c ending XX1234 on 22-01-2026 to PVR. Avl Bal: Rs 15000.,Entertainment,PVR,1243
Txn of INR 905 done at Pizza Hut on 23-01-2026 using UPI.,Food,Pizza Hut,905
You paid Rs 621 at Swiggy via POS on 24-01-2026.,Food,Swiggy,621
Rs. 1489 debited from a/c ending XX1234 on 18-01-2026 to Ola. Avl Bal: Rs 15000.,Travel,Ola,1489
You paid Rs 3045 at Croma via POS on 04-02-2026.,Shopping,Croma,3045
You paid Rs 3711 at Decathlon via POS on 12-01-2026.,Shopping,Decathlon,3711
Paid Rs 869 to Burger King via UPI on 27-01-2026. Txn ID: 998877.,Food,Burger King,869
Alert: You have spent Rs 263 at Prime Video on 15-01-2026. Clear bal: Rs. 1200.00,Entertainment,Prime Video,263
UPI txn of Rs 1227 to Prime Video on 23-01-2026 is successful.,Entertainment,Prime Video,1227
UPI txn of Rs 540 to Swiggy on 15-01-2026 is successful.,Food,Swiggy,540
Alert: You have spent Rs 4863 at H&M on 17-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,4863
"Dear User, INR 936 spent on Uber at 28-01-2026. Ref: 8932742.",Travel,Uber,936
"Dear User, INR 527 spent on SonyLIV at 03-02-2026. Ref: 8932742.",Entertainment,SonyLIV,527
Txn of INR 1211 done at Gaana on 23-01-2026 using UPI.,Entertainment,Gaana,1211
Alert: You have spent Rs 1102 at Gym Membership on 03-02-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,1102
Paid Rs 1873 to Netflix via UPI on 25-01-2026. Txn ID: 998877.,Entertainment,Netflix,1873
Rs. 514 debited from a/c ending XX1234 on 24-01-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment,Hotstar,514
Alert: You have spent Rs 1426 at Swiggy on 06-02-2026. Clear bal: Rs. 1200.00,Food,Swiggy,1426
Rs. 1033 debited from a/c ending XX1234 on 11-01-2026 to Zomato. Avl Bal: Rs 15000.,Food,Zomato,1033
Paid Rs 446 to Subway via UPI on 25-01-2026. Txn ID: 998877.,Food,Subway,446
Paid Rs 850 to Ola via UPI on 24-01-2026. Txn ID: 998877.,Travel,Ola,850
Acct XX999 debited by Rs 430 for Swiggy on 24-01-2026.,Food,Swiggy,430
"Dear User, INR 527 spent on Gaana at 18-01-2026. Ref: 8932742.",Entertainment,Gaana,527
"Dear User, INR 1349 spent on Netmeds at 23-01-2026. Ref: 8932742.",Health,Netmeds,1349
Rs. 529 debited from a/c ending XX1234 on 26-01-2026 to Subway. Avl Bal: Rs 15000.,Food,Subway,529
Paid Rs 1284 to Practo via UPI on 13-01-2026. Txn ID: 998877.,Health,Practo,1284
INR 288 charged on card ending 4455 at BigBasket on 08-02-2026.,Groceries,BigBasket,288
Rs. 834 debited from a/c ending XX1234 on 18-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries,Blinkit,834
INR 1145 charged on card ending 4455 at Gym Membership on 03-02-2026.,Health,Gym Membership,1145
Alert: You have spent Rs 2513 at H&M on 26-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,2513
Acct XX999 debited by Rs 1900 for Practo on 22-01-2026.,Health,Practo,1900
You paid Rs 1215 at Blinkit via POS on 04-02-2026.,Groceries,Blinkit,1215
