amount,merchant,date,original_text,true_category
1131,Swiggy,03-02-2026,Alert: You have spent Rs 1131 at Swiggy on 03-02-2026. Clear bal: Rs. 1200.00,Food
2820,Nike,07-02-2026,Paid Rs 2820 to Nike via UPI on 07-02-2026. Txn ID: 998877.,Shopping
1174,Gym Membership,24-01-2026,Alert: You have spent Rs 1174 at Gym Membership on 24-01-2026. Clear bal: Rs. 1200.00,Health
486,More Supermarket,26-01-2026,Acct XX999 debited by Rs 486 for More Supermarket on 26-01-2026.,Groceries
1382,RedBus,23-01-2026,You paid Rs 1382 at RedBus via POS on 23-01-2026.,Travel
349,Subway,08-02-2026,Paid Rs 349 to Subway via UPI on 08-02-2026. Txn ID: 998877.,Food
1713,Shell Petrol,25-01-2026,Txn of INR 1713 done at Shell Petrol on 25-01-2026 using UPI.,Travel
4373,Croma,04-02-2026,Txn of INR 4373 done at Croma on 04-02-2026 using UPI.,Shopping
1970,13-01-2026 to RedBus,13-01-2026,Rs. 1970 debited from a/c ending XX1234 on 13-01-2026 to RedBus. Avl Bal: Rs 15000.,Travel
1090,Starbucks,09-02-2026,Alert: You have spent Rs 1090 at Starbucks on 09-02-2026. Clear bal: Rs. 1200.00,Food
613,More Supermarket,10-01-2026,"Dear User, INR 613 spent on More Supermarket at 10-01-2026. Ref: 8932742.",Groceries
1359,Blinkit,10-01-2026,Alert: You have spent Rs 1359 at Blinkit on 10-01-2026. Clear bal: Rs. 1200.00,Groceries
1564,card ending 4455,13-01-2026,INR 1564 charged on card ending 4455 at Metro on 13-01-2026.,Travel
887,Practo,20-01-2026,"Dear User, INR 887 spent on Practo at 20-01-2026. Ref: 8932742.",Health
398,card ending 4455,15-01-2026,INR 398 charged on card ending 4455 at PVR on 15-01-2026.,Entertainment
3896,H&M,09-02-2026,UPI txn of Rs 3896 to H&M on 09-02-2026 is successful.,Shopping
1754,Flipkart,15-01-2026,Acct XX999 debited by Rs 1754 for Flipkart on 15-01-2026.,Shopping
455,card ending 4455,19-01-2026,INR 455 charged on card ending 4455 at McDonalds on 19-01-2026.,Food
1446,card ending 4455,19-01-2026,INR 1446 charged on card ending 4455 at Spencers on 19-01-2026.,Groceries
585,Apollo Pharmacy,16-01-2026,UPI txn of Rs 585 to Apollo Pharmacy on 16-01-2026 is successful.,Health
1686,card ending 4455,15-01-2026,INR 1686 charged on card ending 4455 at Reliance Fresh on 15-01-2026.,Groceries
1382,S,19-01-2026,Alert: You have spent Rs 1382 at SonyLIV on 19-01-2026. Clear bal: Rs. 1200.00,Entertainment
2482,Reliance Trends,19-01-2026,"Dear User, INR 2482 spent on Reliance Trends at 19-01-2026. Ref: 8932742.",Shopping
389,Swiggy,27-01-2026,Txn of INR 389 done at Swiggy on 27-01-2026 using UPI.,Food
1851,S,22-01-2026,Alert: You have spent Rs 1851 at SonyLIV on 22-01-2026. Clear bal: Rs. 1200.00,Entertainment
375,Haldirams,14-01-2026,Txn of INR 375 done at Haldirams on 14-01-2026 using UPI.,Food
3347,Croma,23-01-2026,Acct XX999 debited by Rs 3347 for Croma on 23-01-2026.,Shopping
1274,06-02-2026 to Uber,06-02-2026,Rs. 1274 debited from a/c ending XX1234 on 06-02-2026 to Uber. Avl Bal: Rs 15000.,Travel
1819,Apollo Pharmacy,10-01-2026,Acct XX999 debited by Rs 1819 for Apollo Pharmacy on 10-01-2026.,Health
1536,card ending 4455,12-01-2026,INR 1536 charged on card ending 4455 at Blinkit on 12-01-2026.,Groceries
171,12-01-2026 to Gym Membership,12-01-2026,Rs. 171 debited from a/c ending XX1234 on 12-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health
3251,Myntra,20-01-2026,You paid Rs 3251 at Myntra via POS on 20-01-2026.,Shopping
4779,Amaz,02-02-2026,Alert: You have spent Rs 4779 at Amazon on 02-02-2026. Clear bal: Rs. 1200.00,Shopping
1652,BigBasket,14-01-2026,Paid Rs 1652 to BigBasket via UPI on 14-01-2026. Txn ID: 998877.,Groceries
1295,More Supermarket,01-02-2026,UPI txn of Rs 1295 to More Supermarket on 01-02-2026 is successful.,Groceries
1208,Dmart,04-02-2026,UPI txn of Rs 1208 to Dmart on 04-02-2026 is successful.,Groceries
1188,Dr Lal P,07-02-2026,Acct XX999 debited by Rs 1188 for Dr Lal Pathlabs on 07-02-2026.,Health
1143,Dominos,17-01-2026,You paid Rs 1143 at Dominos via POS on 17-01-2026.,Food
1963,IRCTC,26-01-2026,UPI txn of Rs 1963 to IRCTC on 26-01-2026 is successful.,Travel
1381,Pizza Hut,10-01-2026,Acct XX999 debited by Rs 1381 for Pizza Hut on 10-01-2026.,Food
613,card ending 4455,02-02-2026,INR 613 charged on card ending 4455 at Dmart on 02-02-2026.,Groceries
463,card ending 4455,08-02-2026,INR 463 charged on card ending 4455 at Spencers on 08-02-2026.,Groceries
948,More Supermarket,22-01-2026,Acct XX999 debited by Rs 948 for More Supermarket on 22-01-2026.,Groceries
1558,S,27-01-2026,You paid Rs 1558 at SonyLIV via POS on 27-01-2026.,Entertainment
3496,card ending 4455,03-02-2026,INR 3496 charged on card ending 4455 at H&M on 03-02-2026.,Shopping
1111,Apollo Pharmacy,31-01-2026,"Dear User, INR 1111 spent on Apollo Pharmacy at 31-01-2026. Ref: 8932742.",Health
1179,Gym Membership,21-01-2026,Txn of INR 1179 done at Gym Membership on 21-01-2026 using UPI.,Health
1612,Practo,30-01-2026,You paid Rs 1612 at Practo via POS on 30-01-2026.,Health
1159,Gaana,09-02-2026,Paid Rs 1159 to Gaana via UPI on 09-02-2026. Txn ID: 998877.,Entertainment
1871,Practo,13-01-2026,"Dear User, INR 1871 spent on Practo at 13-01-2026. Ref: 8932742.",Health
993,Reliance Fresh,01-02-2026,Paid Rs 993 to Reliance Fresh via UPI on 01-02-2026. Txn ID: 998877.,Groceries
2674,25-01-2026 to Myntra,25-01-2026,Rs. 2674 debited from a/c ending XX1234 on 25-01-2026 to Myntra. Avl Bal: Rs 15000.,Shopping
91,Dmart,22-01-2026,You paid Rs 91 at Dmart via POS on 22-01-2026.,Groceries
660,Swiggy,11-01-2026,Alert: You have spent Rs 660 at Swiggy on 11-01-2026. Clear bal: Rs. 1200.00,Food
1007,23-01-2026 to Netflix,23-01-2026,Rs. 1007 debited from a/c ending XX1234 on 23-01-2026 to Netflix. Avl Bal: Rs 15000.,Entertainment
1445,More Supermarket,23-01-2026,Acct XX999 debited by Rs 1445 for More Supermarket on 23-01-2026.,Groceries
3667,Zara,19-01-2026,Acct XX999 debited by Rs 3667 for Zara on 19-01-2026.,Shopping
404,PVR,09-02-2026,Acct XX999 debited by Rs 404 for PVR on 09-02-2026.,Entertainment
2251,Myntra,19-01-2026,Txn of INR 2251 done at Myntra on 19-01-2026 using UPI.,Shopping
1662,IRCTC,31-01-2026,You paid Rs 1662 at IRCTC via POS on 31-01-2026.,Travel
3705,Nike,10-01-2026,Txn of INR 3705 done at Nike on 10-01-2026 using UPI.,Shopping
1015,card ending 4455,26-01-2026,INR 1015 charged on card ending 4455 at Netmeds on 26-01-2026.,Health
1763,Croma,24-01-2026,"Dear User, INR 1763 spent on Croma at 24-01-2026. Ref: 8932742.",Shopping
760,Gaana,11-01-2026,Acct XX999 debited by Rs 760 for Gaana on 11-01-2026.,Entertainment
1719,RedBus,10-01-2026,You paid Rs 1719 at RedBus via POS on 10-01-2026.,Travel
133,15-01-2026 to Metro,15-01-2026,Rs. 133 debited from a/c ending XX1234 on 15-01-2026 to Metro. Avl Bal: Rs 15000.,Travel
1212,card ending 4455,06-02-2026,INR 1212 charged on card ending 4455 at Hotstar on 06-02-2026.,Entertainment
1578,1mg,28-01-2026,UPI txn of Rs 1578 to 1mg on 28-01-2026 is successful.,Health
1018,Dr Lal P,13-01-2026,Acct XX999 debited by Rs 1018 for Dr Lal Pathlabs on 13-01-2026.,Health
700,Shell Petrol,10-01-2026,You paid Rs 700 at Shell Petrol via POS on 10-01-2026.,Travel
1654,Hotstar,02-02-2026,"Dear User, INR 1654 spent on Hotstar at 02-02-2026. Ref: 8932742.",Entertainment
1602,Netmeds,22-01-2026,Acct XX999 debited by Rs 1602 for Netmeds on 22-01-2026.,Health
4856,Reliance Trends,05-02-2026,Acct XX999 debited by Rs 4856 for Reliance Trends on 05-02-2026.,Shopping
1050,Haldirams,24-01-2026,Txn of INR 1050 done at Haldirams on 24-01-2026 using UPI.,Food
725,Dominos,22-01-2026,"Dear User, INR 725 spent on Dominos at 22-01-2026. Ref: 8932742.",Food
546,Swiggy,08-02-2026,You paid Rs 546 at Swiggy via POS on 08-02-2026.,Food
747,Amaz,28-01-2026,UPI txn of Rs 747 to Amazon on 28-01-2026 is successful.,Shopping
4767,Nike,22-01-2026,You paid Rs 4767 at Nike via POS on 22-01-2026.,Shopping
1071,1mg,17-01-2026,Acct XX999 debited by Rs 1071 for 1mg on 17-01-2026.,Health
1592,BookMyShow,12-01-2026,Acct XX999 debited by Rs 1592 for BookMyShow on 12-01-2026.,Entertainment
1334,H&M,02-02-2026,UPI txn of Rs 1334 to H&M on 02-02-2026 is successful.,Shopping
1965,Flipkart,02-02-2026,You paid Rs 1965 at Flipkart via POS on 02-02-2026.,Shopping
1316,Spotify,03-02-2026,You paid Rs 1316 at Spotify via POS on 03-02-2026.,Entertainment
130,Shell Petrol,30-01-2026,Txn of INR 130 done at Shell Petrol on 30-01-2026 using UPI.,Travel
1395,card ending 4455,28-01-2026,INR 1395 charged on card ending 4455 at Dr Lal Pathlabs on 28-01-2026.,Health
1127,Pizza Hut,10-01-2026,Paid Rs 1127 to Pizza Hut via UPI on 10-01-2026. Txn ID: 998877.,Food
1079,card ending 4455,22-01-2026,INR 1079 charged on card ending 4455 at Netflix on 22-01-2026.,Entertainment
1629,Spotify,09-02-2026,You paid Rs 1629 at Spotify via POS on 09-02-2026.,Entertainment
577,KFC,25-01-2026,Txn of INR 577 done at KFC on 25-01-2026 using UPI.,Food
161,McD,25-01-2026,Paid Rs 161 to McDonalds via UPI on 25-01-2026. Txn ID: 998877.,Food
3082,Dec,09-02-2026,Txn of INR 3082 done at Decathlon on 09-02-2026 using UPI.,Shopping
1315,Rapido,15-01-2026,You paid Rs 1315 at Rapido via POS on 15-01-2026.,Travel
1077,IRCTC,11-01-2026,Txn of INR 1077 done at IRCTC on 11-01-2026 using UPI.,Travel
194,Rapido,31-01-2026,You paid Rs 194 at Rapido via POS on 31-01-2026.,Travel
410,Dmart,09-02-2026,"Dear User, INR 410 spent on Dmart at 09-02-2026. Ref: 8932742.",Groceries
862,Reliance Fresh,16-01-2026,Acct XX999 debited by Rs 862 for Reliance Fresh on 16-01-2026.,Groceries
2952,H&M,14-01-2026,Txn of INR 2952 done at H&M on 14-01-2026 using UPI.,Shopping
617,Metro,17-01-2026,UPI txn of Rs 617 to Metro on 17-01-2026 is successful.,Travel
491,card ending 4455,18-01-2026,INR 491 charged on card ending 4455 at Practo on 18-01-2026.,Health
1154,Cafe Coffee Day,18-01-2026,Alert: You have spent Rs 1154 at Cafe Coffee Day on 18-01-2026. Clear bal: Rs. 1200.00,Food
926,Hotstar,20-01-2026,"Dear User, INR 926 spent on Hotstar at 20-01-2026. Ref: 8932742.",Entertainment
1464,card ending 4455,28-01-2026,INR 1464 charged on card ending 4455 at BookMyShow on 28-01-2026.,Entertainment
1923,Dr Lal P,24-01-2026,Txn of INR 1923 done at Dr Lal Pathlabs on 24-01-2026 using UPI.,Health
1031,Dmart,14-01-2026,Paid Rs 1031 to Dmart via UPI on 14-01-2026. Txn ID: 998877.,Groceries
858,card ending 4455,28-01-2026,INR 858 charged on card ending 4455 at BigBasket on 28-01-2026.,Groceries
1820,Dr Lal P,18-01-2026,Txn of INR 1820 done at Dr Lal Pathlabs on 18-01-2026 using UPI.,Health
470,Dominos,23-01-2026,"Dear User, INR 470 spent on Dominos at 23-01-2026. Ref: 8932742.",Food
1820,Gym Membership,31-01-2026,Acct XX999 debited by Rs 1820 for Gym Membership on 31-01-2026.,Health
120,card ending 4455,23-01-2026,INR 120 charged on card ending 4455 at Hotstar on 23-01-2026.,Entertainment
574,IRCTC,17-01-2026,Paid Rs 574 to IRCTC via UPI on 17-01-2026. Txn ID: 998877.,Travel
4244,Nike,23-01-2026,UPI txn of Rs 4244 to Nike on 23-01-2026 is successful.,Shopping
1679,card ending 4455,17-01-2026,INR 1679 charged on card ending 4455 at Zara on 17-01-2026.,Shopping
1933,card ending 4455,26-01-2026,INR 1933 charged on card ending 4455 at Indian Oil on 26-01-2026.,Travel
1254,Reliance Fresh,27-01-2026,UPI txn of Rs 1254 to Reliance Fresh on 27-01-2026 is successful.,Groceries
1816,Rapido,03-02-2026,Paid Rs 1816 to Rapido via UPI on 03-02-2026. Txn ID: 998877.,Travel
1980,Dmart,02-02-2026,Alert: You have spent Rs 1980 at Dmart on 02-02-2026. Clear bal: Rs. 1200.00,Groceries
1017,13-01-2026 to Blinkit,13-01-2026,Rs. 1017 debited from a/c ending XX1234 on 13-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries
1306,Burger King,14-01-2026,UPI txn of Rs 1306 to Burger King on 14-01-2026 is successful.,Food
1282,Hotstar,19-01-2026,Alert: You have spent Rs 1282 at Hotstar on 19-01-2026. Clear bal: Rs. 1200.00,Entertainment
2367,Ajio,13-01-2026,Alert: You have spent Rs 2367 at Ajio on 13-01-2026. Clear bal: Rs. 1200.00,Shopping
814,card ending 4455,16-01-2026,INR 814 charged on card ending 4455 at Reliance Fresh on 16-01-2026.,Groceries
791,Netmeds,29-01-2026,Paid Rs 791 to Netmeds via UPI on 29-01-2026. Txn ID: 998877.,Health
3830,Myntra,19-01-2026,"Dear User, INR 3830 spent on Myntra at 19-01-2026. Ref: 8932742.",Shopping
1182,Gaana,22-01-2026,Alert: You have spent Rs 1182 at Gaana on 22-01-2026. Clear bal: Rs. 1200.00,Entertainment
1140,KFC,01-02-2026,"Dear User, INR 1140 spent on KFC at 01-02-2026. Ref: 8932742.",Food
705,Ola,11-01-2026,Acct XX999 debited by Rs 705 for Ola on 11-01-2026.,Travel
1152,Blinkit,02-02-2026,Paid Rs 1152 to Blinkit via UPI on 02-02-2026. Txn ID: 998877.,Groceries
3655,card ending 4455,17-01-2026,INR 3655 charged on card ending 4455 at Ajio on 17-01-2026.,Shopping
1668,Practo,27-01-2026,Paid Rs 1668 to Practo via UPI on 27-01-2026. Txn ID: 998877.,Health
1814,Reliance Trends,01-02-2026,Alert: You have spent Rs 1814 at Reliance Trends on 01-02-2026. Clear bal: Rs. 1200.00,Shopping
271,Indian Oil,13-01-2026,UPI txn of Rs 271 to Indian Oil on 13-01-2026 is successful.,Travel
1310,PVR,19-01-2026,Paid Rs 1310 to PVR via UPI on 19-01-2026. Txn ID: 998877.,Entertainment
1215,Ola,26-01-2026,Acct XX999 debited by Rs 1215 for Ola on 26-01-2026.,Travel
721,BookMyShow,10-01-2026,Alert: You have spent Rs 721 at BookMyShow on 10-01-2026. Clear bal: Rs. 1200.00,Entertainment
951,Uber,19-01-2026,Alert: You have spent Rs 951 at Uber on 19-01-2026. Clear bal: Rs. 1200.00,Travel
842,Pizza Hut,24-01-2026,UPI txn of Rs 842 to Pizza Hut on 24-01-2026 is successful.,Food
336,Spotify,07-02-2026,You paid Rs 336 at Spotify via POS on 07-02-2026.,Entertainment
226,Haldirams,01-02-2026,You paid Rs 226 at Haldirams via POS on 01-02-2026.,Food
300,Gym Membership,08-02-2026,"Dear User, INR 300 spent on Gym Membership at 08-02-2026. Ref: 8932742.",Health
486,Swiggy,01-02-2026,You paid Rs 486 at Swiggy via POS on 01-02-2026.,Food
211,BookMyShow,02-02-2026,Alert: You have spent Rs 211 at BookMyShow on 02-02-2026. Clear bal: Rs. 1200.00,Entertainment
285,McD,19-01-2026,UPI txn of Rs 285 to McDonalds on 19-01-2026 is successful.,Food
1737,Netflix,29-01-2026,Alert: You have spent Rs 1737 at Netflix on 29-01-2026. Clear bal: Rs. 1200.00,Entertainment
1860,Reliance Fresh,28-01-2026,Paid Rs 1860 to Reliance Fresh via UPI on 28-01-2026. Txn ID: 998877.,Groceries
4056,Dec,01-02-2026,Paid Rs 4056 to Decathlon via UPI on 01-02-2026. Txn ID: 998877.,Shopping
3134,card ending 4455,22-01-2026,INR 3134 charged on card ending 4455 at Myntra on 22-01-2026.,Shopping
1115,Dominos,05-02-2026,Alert: You have spent Rs 1115 at Dominos on 05-02-2026. Clear bal: Rs. 1200.00,Food
2911,Zara,28-01-2026,"Dear User, INR 2911 spent on Zara at 28-01-2026. Ref: 8932742.",Shopping
98,card ending 4455,02-02-2026,INR 98 charged on card ending 4455 at PVR on 02-02-2026.,Entertainment
556,Practo,15-01-2026,Paid Rs 556 to Practo via UPI on 15-01-2026. Txn ID: 998877.,Health
767,Blinkit,29-01-2026,Alert: You have spent Rs 767 at Blinkit on 29-01-2026. Clear bal: Rs. 1200.00,Groceries
413,Apollo Pharmacy,31-01-2026,Alert: You have spent Rs 413 at Apollo Pharmacy on 31-01-2026. Clear bal: Rs. 1200.00,Health
222,Spencers,16-01-2026,Txn of INR 222 done at Spencers on 16-01-2026 using UPI.,Groceries
732,Shell Petrol,02-02-2026,Acct XX999 debited by Rs 732 for Shell Petrol on 02-02-2026.,Travel
1113,28-01-2026 to Dr Lal P,28-01-2026,Rs. 1113 debited from a/c ending XX1234 on 28-01-2026 to Dr Lal Pathlabs. Avl Bal: Rs 15000.,Health
1218,Shell Petrol,25-01-2026,"Dear User, INR 1218 spent on Shell Petrol at 25-01-2026. Ref: 8932742.",Travel
1907,Spotify,23-01-2026,UPI txn of Rs 1907 to Spotify on 23-01-2026 is successful.,Entertainment
685,Gym Membership,21-01-2026,Alert: You have spent Rs 685 at Gym Membership on 21-01-2026. Clear bal: Rs. 1200.00,Health
1118,card ending 4455,09-02-2026,INR 1118 charged on card ending 4455 at Starbucks on 09-02-2026.,Food
434,Subway,05-02-2026,Paid Rs 434 to Subway via UPI on 05-02-2026. Txn ID: 998877.,Food
548,Practo,28-01-2026,UPI txn of Rs 548 to Practo on 28-01-2026 is successful.,Health
1406,29-01-2026 to RedBus,29-01-2026,Rs. 1406 debited from a/c ending XX1234 on 29-01-2026 to RedBus. Avl Bal: Rs 15000.,Travel
1358,card ending 4455,18-01-2026,INR 1358 charged on card ending 4455 at McDonalds on 18-01-2026.,Food
618,Croma,01-02-2026,Acct XX999 debited by Rs 618 for Croma on 01-02-2026.,Shopping
650,Burger King,20-01-2026,Txn of INR 650 done at Burger King on 20-01-2026 using UPI.,Food
1546,15-01-2026 to More Supermarket,15-01-2026,Rs. 1546 debited from a/c ending XX1234 on 15-01-2026 to More Supermarket. Avl Bal: Rs 15000.,Groceries
1170,McD,04-02-2026,Paid Rs 1170 to McDonalds via UPI on 04-02-2026. Txn ID: 998877.,Food
252,More Supermarket,08-02-2026,Alert: You have spent Rs 252 at More Supermarket on 08-02-2026. Clear bal: Rs. 1200.00,Groceries
2128,Dec,23-01-2026,"Dear User, INR 2128 spent on Decathlon at 23-01-2026. Ref: 8932742.",Shopping
1391,Swiggy,21-01-2026,Alert: You have spent Rs 1391 at Swiggy on 21-01-2026. Clear bal: Rs. 1200.00,Food
1000,Reliance Fresh,15-01-2026,You paid Rs 1000 at Reliance Fresh via POS on 15-01-2026.,Groceries
1120,McD,04-02-2026,"Dear User, INR 1120 spent on McDonalds at 04-02-2026. Ref: 8932742.",Food
1674,Croma,23-01-2026,"Dear User, INR 1674 spent on Croma at 23-01-2026. Ref: 8932742.",Shopping
1829,Spencers,08-02-2026,Txn of INR 1829 done at Spencers on 08-02-2026 using UPI.,Groceries
791,PVR,19-01-2026,Acct XX999 debited by Rs 791 for PVR on 19-01-2026.,Entertainment
1036,Pizza Hut,07-02-2026,UPI txn of Rs 1036 to Pizza Hut on 07-02-2026 is successful.,Food
1493,Pizza Hut,03-02-2026,Alert: You have spent Rs 1493 at Pizza Hut on 03-02-2026. Clear bal: Rs. 1200.00,Food
66,Metro,22-01-2026,Acct XX999 debited by Rs 66 for Metro on 22-01-2026.,Travel
705,KFC,10-01-2026,You paid Rs 705 at KFC via POS on 10-01-2026.,Food
1269,BigBasket,31-01-2026,Txn of INR 1269 done at BigBasket on 31-01-2026 using UPI.,Groceries
979,Apollo Pharmacy,11-01-2026,"Dear User, INR 979 spent on Apollo Pharmacy at 11-01-2026. Ref: 8932742.",Health
159,Netflix,31-01-2026,UPI txn of Rs 159 to Netflix on 31-01-2026 is successful.,Entertainment
259,card ending 4455,23-01-2026,INR 259 charged on card ending 4455 at Burger King on 23-01-2026.,Food
3031,Reliance Trends,22-01-2026,Alert: You have spent Rs 3031 at Reliance Trends on 22-01-2026. Clear bal: Rs. 1200.00,Shopping
629,08-02-2026 to Pizza Hut,08-02-2026,Rs. 629 debited from a/c ending XX1234 on 08-02-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food
3144,card ending 4455,07-02-2026,INR 3144 charged on card ending 4455 at Reliance Trends on 07-02-2026.,Shopping
696,Dominos,01-02-2026,UPI txn of Rs 696 to Dominos on 01-02-2026 is successful.,Food
1762,Spencers,01-02-2026,Acct XX999 debited by Rs 1762 for Spencers on 01-02-2026.,Groceries
1311,Cafe Coffee Day,17-01-2026,UPI txn of Rs 1311 to Cafe Coffee Day on 17-01-2026 is successful.,Food
888,Dmart,23-01-2026,You paid Rs 888 at Dmart via POS on 23-01-2026.,Groceries
207,Starbucks,02-02-2026,Acct XX999 debited by Rs 207 for Starbucks on 02-02-2026.,Food
1269,Haldirams,27-01-2026,UPI txn of Rs 1269 to Haldirams on 27-01-2026 is successful.,Food
767,Practo,17-01-2026,"Dear User, INR 767 spent on Practo at 17-01-2026. Ref: 8932742.",Health
1386,RedBus,29-01-2026,Acct XX999 debited by Rs 1386 for RedBus on 29-01-2026.,Travel
95,Spencers,06-02-2026,"Dear User, INR 95 spent on Spencers at 06-02-2026. Ref: 8932742.",Groceries
1832,card ending 4455,31-01-2026,INR 1832 charged on card ending 4455 at Apollo Pharmacy on 31-01-2026.,Health
202,Dr Lal P,30-01-2026,UPI txn of Rs 202 to Dr Lal Pathlabs on 30-01-2026 is successful.,Health
2434,Zara,06-02-2026,You paid Rs 2434 at Zara via POS on 06-02-2026.,Shopping
788,Haldirams,23-01-2026,UPI txn of Rs 788 to Haldirams on 23-01-2026 is successful.,Food
1260,card ending 4455,21-01-2026,INR 1260 charged on card ending 4455 at Spencers on 21-01-2026.,Groceries
372,Starbucks,22-01-2026,You paid Rs 372 at Starbucks via POS on 22-01-2026.,Food
932,Ola,23-01-2026,You paid Rs 932 at Ola via POS on 23-01-2026.,Travel
265,Hotstar,07-02-2026,Alert: You have spent Rs 265 at Hotstar on 07-02-2026. Clear bal: Rs. 1200.00,Entertainment
563,Ajio,22-01-2026,You paid Rs 563 at Ajio via POS on 22-01-2026.,Shopping
3978,Dec,04-02-2026,You paid Rs 3978 at Decathlon via POS on 04-02-2026.,Shopping
1589,Nike,03-02-2026,Acct XX999 debited by Rs 1589 for Nike on 03-02-2026.,Shopping
535,S,14-01-2026,"Dear User, INR 535 spent on SonyLIV at 14-01-2026. Ref: 8932742.",Entertainment
1156,BigBasket,06-02-2026,"Dear User, INR 1156 spent on BigBasket at 06-02-2026. Ref: 8932742.",Groceries
1796,card ending 4455,28-01-2026,INR 1796 charged on card ending 4455 at More Supermarket on 28-01-2026.,Groceries
190,Prime Video,03-02-2026,You paid Rs 190 at Prime Video via POS on 03-02-2026.,Entertainment
1993,Dmart,11-01-2026,Txn of INR 1993 done at Dmart on 11-01-2026 using UPI.,Groceries
